# Wavedata CFDwavemaker2

[wave type]
# WAVETYPE 
# 1. irregular
# 2. pistonwavemaker
# 4. spectralwave
# 5. stokes5
pistonwavemaker

[wave properties]
# for piston wave maker
# alpha values for adjusting elevation and velocity
# alpha_Z  alpha_u
0.0   0.1
# Number of lines to be read (time,amplitude,velocity)
24000
0.0000  0.0000942  0.0109990
0.0025  0.0001217  0.0103278
0.0050  0.0001458  0.0089456
0.0075  0.0001664  0.0075024
0.0100  0.0001833  0.0060345
0.0125  0.0001966  0.0045800
0.0150  0.0002062  0.0031888
0.0175  0.0002125  0.0019247
0.0200  0.0002159  0.0008472
0.0225  0.0002168  -0.0000096
0.0250  0.0002158  -0.0006369
0.0275  0.0002136  -0.0010471
0.0300  0.0002106  -0.0012750
0.0325  0.0002072  -0.0013691
0.0350  0.0002037  -0.0013693
0.0375  0.0002003  -0.0012973
0.0400  0.0001972  -0.0011608
0.0425  0.0001945  -0.0009588
0.0450  0.0001924  -0.0006836
0.0475  0.0001911  -0.0003237
0.0500  0.0001908  0.0001234
0.0525  0.0001917  0.0006325
0.0550  0.0001940  0.0011457
0.0575  0.0001975  0.0015961
0.0600  0.0002020  0.0019410
0.0625  0.0002072  0.0021742
0.0650  0.0002128  0.0023078
0.0675  0.0002187  0.0023610
0.0700  0.0002246  0.0023687
0.0725  0.0002306  0.0023776
0.0750  0.0002365  0.0024146
0.0775  0.0002426  0.0024755
0.0800  0.0002489  0.0025465
0.0825  0.0002554  0.0026255
0.0850  0.0002620  0.0027212
0.0875  0.0002690  0.0028311
0.0900  0.0002762  0.0029218
0.0925  0.0002836  0.0029508
0.0950  0.0002909  0.0029105
0.0975  0.0002981  0.0028312
0.1000  0.0003051  0.0027390
0.1025  0.0003118  0.0026286
0.1050  0.0003182  0.0024759
0.1075  0.0003242  0.0022542
0.1100  0.0003295  0.0019430
0.1125  0.0003339  0.0015482
0.1150  0.0003373  0.0011121
0.1175  0.0003395  0.0006877
0.1200  0.0003407  0.0003033
0.1225  0.0003410  -0.0000461
0.1250  0.0003405  -0.0003842
0.1275  0.0003391  -0.0007312
0.1300  0.0003368  -0.0010939
0.1325  0.0003336  -0.0014634
0.1350  0.0003295  -0.0018004
0.1375  0.0003246  -0.0020438
0.1400  0.0003193  -0.0021503
0.1425  0.0003139  -0.0021067
0.1450  0.0003087  -0.0019185
0.1475  0.0003043  -0.0016049
0.1500  0.0003007  -0.0011976
0.1525  0.0002983  -0.0007402
0.1550  0.0002970  -0.0002828
0.1575  0.0002969  0.0001250
0.1600  0.0002976  0.0004455
0.1625  0.0002991  0.0006615
0.1650  0.0003009  0.0007734
0.1675  0.0003030  0.0007812
0.1700  0.0003049  0.0006707
0.1725  0.0003063  0.0004329
0.1750  0.0003070  0.0001030
0.1775  0.0003068  -0.0002427
0.1800  0.0003058  -0.0005360
0.1825  0.0003041  -0.0007538
0.1850  0.0003020  -0.0009081
0.1875  0.0002996  -0.0010221
0.1900  0.0002969  -0.0011140
0.1925  0.0002940  -0.0011918
0.1950  0.0002910  -0.0012593
0.1975  0.0002877  -0.0013247
0.2000  0.0002843  -0.0014022
0.2025  0.0002807  -0.0015112
0.2050  0.0002768  -0.0016767
0.2075  0.0002723  -0.0019038
0.2100  0.0002673  -0.0021545
0.2125  0.0002616  -0.0023807
0.2150  0.0002554  -0.0025648
0.2175  0.0002487  -0.0027047
0.2200  0.0002418  -0.0027863
0.2225  0.0002348  -0.0027930
0.2250  0.0002279  -0.0027131
0.2275  0.0002213  -0.0025276
0.2300  0.0002152  -0.0022187
0.2325  0.0002102  -0.0017886
0.2350  0.0002063  -0.0012633
0.2375  0.0002038  -0.0006774
0.2400  0.0002029  -0.0000578
0.2425  0.0002036  0.0005807
0.2450  0.0002058  0.0012294
0.2475  0.0002097  0.0018776
0.2500  0.0002152  0.0025075
0.2525  0.0002222  0.0030845
0.2550  0.0002306  0.0035598
0.2575  0.0002400  0.0038991
0.2600  0.0002501  0.0041067
0.2625  0.0002606  0.0042073
0.2650  0.0002712  0.0042198
0.2675  0.0002817  0.0041440
0.2700  0.0002919  0.0039686
0.2725  0.0003015  0.0037013
0.2750  0.0003104  0.0033686
0.2775  0.0003184  0.0029933
0.2800  0.0003253  0.0025708
0.2825  0.0003312  0.0020688
0.2850  0.0003357  0.0014537
0.2875  0.0003385  0.0007194
0.2900  0.0003393  -0.0000945
0.2925  0.0003380  -0.0009211
0.2950  0.0003347  -0.0016961
0.2975  0.0003295  -0.0023687
0.3000  0.0003228  -0.0028989
0.3025  0.0003150  -0.0032616
0.3050  0.0003065  -0.0034396
0.3075  0.0002978  -0.0034275
0.3100  0.0002894  -0.0032489
0.3125  0.0002816  -0.0029636
0.3150  0.0002746  -0.0026338
0.3175  0.0002684  -0.0022748
0.3200  0.0002632  -0.0018569
0.3225  0.0002591  -0.0013435
0.3250  0.0002565  -0.0007230
0.3275  0.0002555  -0.0000132
0.3300  0.0002564  0.0007427
0.3325  0.0002592  0.0014855
0.3350  0.0002638  0.0021546
0.3375  0.0002700  0.0026984
0.3400  0.0002773  0.0030894
0.3425  0.0002854  0.0033294
0.3450  0.0002940  0.0034270
0.3475  0.0003026  0.0033665
0.3500  0.0003108  0.0031258
0.3525  0.0003182  0.0027163
0.3550  0.0003244  0.0022011
0.3575  0.0003292  0.0016646
0.3600  0.0003327  0.0011574
0.3625  0.0003350  0.0006745
0.3650  0.0003361  0.0001829
0.3675  0.0003359  -0.0003508
0.3700  0.0003343  -0.0009521
0.3725  0.0003312  -0.0016223
0.3750  0.0003262  -0.0023327
0.3775  0.0003195  -0.0030436
0.3800  0.0003110  -0.0037152
0.3825  0.0003009  -0.0043005
0.3850  0.0002895  -0.0047664
0.3875  0.0002771  -0.0051140
0.3900  0.0002639  -0.0053500
0.3925  0.0002503  -0.0054623
0.3950  0.0002366  -0.0054350
0.3975  0.0002232  -0.0052749
0.4000  0.0002103  -0.0049957
0.4025  0.0001982  -0.0045960
0.4050  0.0001873  -0.0040686
0.4075  0.0001778  -0.0034194
0.4100  0.0001702  -0.0026890
0.4125  0.0001644  -0.0019387
0.4150  0.0001605  -0.0012227
0.4175  0.0001583  -0.0005705
0.4200  0.0001576  0.0000177
0.4225  0.0001584  0.0005600
0.4250  0.0001604  0.0010718
0.4275  0.0001637  0.0015592
0.4300  0.0001682  0.0020284
0.4325  0.0001739  0.0024779
0.4350  0.0001806  0.0028767
0.4375  0.0001883  0.0031690
0.4400  0.0001965  0.0033083
0.4425  0.0002048  0.0032717
0.4450  0.0002128  0.0030655
0.4475  0.0002201  0.0027265
0.4500  0.0002264  0.0023129
0.4525  0.0002317  0.0018845
0.4550  0.0002359  0.0014739
0.4575  0.0002391  0.0010841
0.4600  0.0002413  0.0006993
0.4625  0.0002426  0.0003004
0.4650  0.0002428  -0.0001156
0.4675  0.0002420  -0.0005221
0.4700  0.0002402  -0.0008756
0.4725  0.0002376  -0.0011554
0.4750  0.0002344  -0.0013731
0.4775  0.0002307  -0.0015449
0.4800  0.0002267  -0.0016843
0.4825  0.0002223  -0.0018165
0.4850  0.0002176  -0.0019679
0.4875  0.0002125  -0.0021486
0.4900  0.0002069  -0.0023414
0.4925  0.0002008  -0.0025059
0.4950  0.0001943  -0.0026000
0.4975  0.0001878  -0.0026021
0.5000  0.0001813  -0.0025059
0.5025  0.0001752  -0.0022998
0.5050  0.0001698  -0.0019697
0.5075  0.0001654  -0.0015192
0.5100  0.0001622  -0.0009806
0.5125  0.0001605  -0.0004066
0.5150  0.0001602  0.0001526
0.5175  0.0001612  0.0006563
0.5200  0.0001635  0.0010730
0.5225  0.0001666  0.0013829
0.5250  0.0001704  0.0015862
0.5275  0.0001745  0.0017152
0.5300  0.0001790  0.0018286
0.5325  0.0001837  0.0019664
0.5350  0.0001888  0.0021200
0.5375  0.0001943  0.0022572
0.5400  0.0002001  0.0023619
0.5425  0.0002061  0.0024540
0.5450  0.0002123  0.0025795
0.5475  0.0002190  0.0027813
0.5500  0.0002263  0.0030588
0.5525  0.0002343  0.0033659
0.5550  0.0002431  0.0036392
0.5575  0.0002525  0.0038273
0.5600  0.0002622  0.0039071
0.5625  0.0002720  0.0038723
0.5650  0.0002816  0.0037307
0.5675  0.0002907  0.0035073
0.5700  0.0002991  0.0032384
0.5725  0.0003069  0.0029551
0.5750  0.0003139  0.0026702
0.5775  0.0003202  0.0023983
0.5800  0.0003259  0.0021574
0.5825  0.0003310  0.0019382
0.5850  0.0003356  0.0017010
0.5875  0.0003395  0.0014014
0.5900  0.0003426  0.0010040
0.5925  0.0003445  0.0004804
0.5950  0.0003450  -0.0001663
0.5975  0.0003437  -0.0008883
0.6000  0.0003405  -0.0016282
0.6025  0.0003356  -0.0023554
0.6050  0.0003288  -0.0030613
0.6075  0.0003202  -0.0037431
0.6100  0.0003101  -0.0043830
0.6125  0.0002983  -0.0049376
0.6150  0.0002854  -0.0053551
0.6175  0.0002716  -0.0056067
0.6200  0.0002573  -0.0056900
0.6225  0.0002431  -0.0055930
0.6250  0.0002294  -0.0052980
0.6275  0.0002166  -0.0048068
0.6300  0.0002053  -0.0041574
0.6325  0.0001958  -0.0034304
0.6350  0.0001882  -0.0027147
0.6375  0.0001823  -0.0020654
0.6400  0.0001779  -0.0014850
0.6425  0.0001748  -0.0009416
0.6450  0.0001731  -0.0004043
0.6475  0.0001728  0.0001417
0.6500  0.0001739  0.0006940
0.6525  0.0001763  0.0012303
0.6550  0.0001800  0.0017045
0.6575  0.0001848  0.0020686
0.6600  0.0001903  0.0023046
0.6625  0.0001963  0.0024278
0.6650  0.0002025  0.0024633
0.6675  0.0002086  0.0024416
0.6700  0.0002147  0.0023889
0.6725  0.0002206  0.0023080
0.6750  0.0002262  0.0021815
0.6775  0.0002315  0.0020039
0.6800  0.0002363  0.0017951
0.6825  0.0002405  0.0015873
0.6850  0.0002442  0.0014136
0.6875  0.0002475  0.0012917
0.6900  0.0002506  0.0012152
0.6925  0.0002536  0.0011754
0.6950  0.0002565  0.0011750
0.6975  0.0002595  0.0012131
0.7000  0.0002626  0.0012796
0.7025  0.0002659  0.0013664
0.7050  0.0002694  0.0014727
0.7075  0.0002732  0.0016098
0.7100  0.0002775  0.0018054
0.7125  0.0002823  0.0020734
0.7150  0.0002878  0.0023721
0.7175  0.0002941  0.0026158
0.7200  0.0003009  0.0027372
0.7225  0.0003078  0.0027180
0.7250  0.0003145  0.0025616
0.7275  0.0003206  0.0022854
0.7300  0.0003259  0.0019350
0.7325  0.0003303  0.0015807
0.7350  0.0003338  0.0012817
0.7375  0.0003367  0.0010481
0.7400  0.0003391  0.0008489
0.7425  0.0003410  0.0006520
0.7450  0.0003423  0.0004436
0.7475  0.0003432  0.0002254
0.7500  0.0003435  0.0000116
0.7525  0.0003432  -0.0001887
0.7550  0.0003425  -0.0003874
0.7575  0.0003413  -0.0006091
0.7600  0.0003395  -0.0008727
0.7625  0.0003369  -0.0011859
0.7650  0.0003335  -0.0015514
0.7675  0.0003292  -0.0019620
0.7700  0.0003237  -0.0023907
0.7725  0.0003172  -0.0027997
0.7750  0.0003097  -0.0031550
0.7775  0.0003015  -0.0034271
0.7800  0.0002926  -0.0036006
0.7825  0.0002834  -0.0036805
0.7850  0.0002742  -0.0036773
0.7875  0.0002651  -0.0036089
0.7900  0.0002562  -0.0035054
0.7925  0.0002475  -0.0033946
0.7950  0.0002392  -0.0032879
0.7975  0.0002311  -0.0031837
0.8000  0.0002233  -0.0030813
0.8025  0.0002157  -0.0029836
0.8050  0.0002083  -0.0028988
0.8075  0.0002012  -0.0028344
0.8100  0.0001942  -0.0027908
0.8125  0.0001872  -0.0027502
0.8150  0.0001804  -0.0026729
0.8175  0.0001739  -0.0025270
0.8200  0.0001678  -0.0023095
0.8225  0.0001623  -0.0020310
0.8250  0.0001576  -0.0016962
0.8275  0.0001538  -0.0013097
0.8300  0.0001511  -0.0009029
0.8325  0.0001493  -0.0005279
0.8350  0.0001484  -0.0002248
0.8375  0.0001482  -0.0000008
0.8400  0.0001484  0.0001653
0.8425  0.0001490  0.0003094
0.8450  0.0001500  0.0004660
0.8475  0.0001514  0.0006607
0.8500  0.0001533  0.0009112
0.8525  0.0001559  0.0012246
0.8550  0.0001594  0.0015867
0.8575  0.0001639  0.0019721
0.8600  0.0001693  0.0023702
0.8625  0.0001757  0.0027858
0.8650  0.0001832  0.0032198
0.8675  0.0001918  0.0036507
0.8700  0.0002015  0.0040340
0.8725  0.0002120  0.0043211
0.8750  0.0002231  0.0044691
0.8775  0.0002343  0.0044537
0.8800  0.0002453  0.0042771
0.8825  0.0002557  0.0039528
0.8850  0.0002651  0.0034958
0.8875  0.0002732  0.0029333
0.8900  0.0002798  0.0023174
0.8925  0.0002848  0.0017028
0.8950  0.0002883  0.0011423
0.8975  0.0002905  0.0006904
0.9000  0.0002917  0.0003777
0.9025  0.0002924  0.0001926
0.9050  0.0002927  0.0001005
0.9075  0.0002929  0.0000750
0.9100  0.0002931  0.0001040
0.9125  0.0002934  0.0001766
0.9150  0.0002939  0.0002790
0.9175  0.0002948  0.0004045
0.9200  0.0002960  0.0005467
0.9225  0.0002975  0.0006827
0.9250  0.0002994  0.0007787
0.9275  0.0003014  0.0008061
0.9300  0.0003034  0.0007462
0.9325  0.0003051  0.0005906
0.9350  0.0003064  0.0003391
0.9375  0.0003068  -0.0000010
0.9400  0.0003064  -0.0004098
0.9425  0.0003048  -0.0008552
0.9450  0.0003021  -0.0013021
0.9475  0.0002983  -0.0017135
0.9500  0.0002935  -0.0020483
0.9525  0.0002880  -0.0022781
0.9550  0.0002821  -0.0024019
0.9575  0.0002760  -0.0024316
0.9600  0.0002700  -0.0023805
0.9625  0.0002641  -0.0022670
0.9650  0.0002586  -0.0021073
0.9675  0.0002536  -0.0019129
0.9700  0.0002491  -0.0016824
0.9725  0.0002452  -0.0013971
0.9750  0.0002421  -0.0010430
0.9775  0.0002400  -0.0006296
0.9800  0.0002389  -0.0001799
0.9825  0.0002391  0.0002829
0.9850  0.0002404  0.0007370
0.9875  0.0002428  0.0011620
0.9900  0.0002462  0.0015301
0.9925  0.0002504  0.0018143
0.9950  0.0002552  0.0020037
0.9975  0.0002604  0.0021060
1.0000  0.0002658  0.0021381
1.0025  0.0002711  0.0021173
1.0050  0.0002764  0.0020590
1.0075  0.0002814  0.0019720
1.0100  0.0002862  0.0018620
1.0125  0.0002907  0.0017292
1.0150  0.0002949  0.0015671
1.0175  0.0002986  0.0013692
1.0200  0.0003017  0.0011395
1.0225  0.0003042  0.0008940
1.0250  0.0003062  0.0006521
1.0275  0.0003075  0.0004294
1.0300  0.0003083  0.0002324
1.0325  0.0003087  0.0000593
1.0350  0.0003086  -0.0001010
1.0375  0.0003082  -0.0002671
1.0400  0.0003073  -0.0004526
1.0425  0.0003059  -0.0006506
1.0450  0.0003040  -0.0008414
1.0475  0.0003017  -0.0010166
1.0500  0.0002989  -0.0011798
1.0525  0.0002958  -0.0013234
1.0550  0.0002923  -0.0014257
1.0575  0.0002887  -0.0014787
1.0600  0.0002849  -0.0014930
1.0625  0.0002812  -0.0014871
1.0650  0.0002775  -0.0014612
1.0675  0.0002739  -0.0013982
1.0700  0.0002705  -0.0012813
1.0725  0.0002675  -0.0011050
1.0750  0.0002650  -0.0008914
1.0775  0.0002630  -0.0006809
1.0800  0.0002616  -0.0004873
1.0825  0.0002606  -0.0002946
1.0850  0.0002601  -0.0000830
1.0875  0.0002602  0.0001576
1.0900  0.0002609  0.0004267
1.0925  0.0002623  0.0007113
1.0950  0.0002645  0.0009744
1.0975  0.0002672  0.0011633
1.1000  0.0002703  0.0012476
1.1025  0.0002734  0.0012178
1.1050  0.0002764  0.0010847
1.1075  0.0002789  0.0008500
1.1100  0.0002806  0.0005042
1.1125  0.0002814  0.0000565
1.1150  0.0002809  -0.0004540
1.1175  0.0002791  -0.0009673
1.1200  0.0002761  -0.0014381
1.1225  0.0002719  -0.0018402
1.1250  0.0002669  -0.0021531
1.1275  0.0002611  -0.0023753
1.1300  0.0002550  -0.0025036
1.1325  0.0002486  -0.0025339
1.1350  0.0002423  -0.0024872
1.1375  0.0002362  -0.0023797
1.1400  0.0002304  -0.0022203
1.1425  0.0002251  -0.0020356
1.1450  0.0002202  -0.0018452
1.1475  0.0002159  -0.0016625
1.1500  0.0002119  -0.0015041
1.1525  0.0002083  -0.0013565
1.1550  0.0002051  -0.0011824
1.1575  0.0002024  -0.0009588
1.1600  0.0002003  -0.0006780
1.1625  0.0001990  -0.0003444
1.1650  0.0001986  0.0000325
1.1675  0.0001992  0.0004501
1.1700  0.0002009  0.0008967
1.1725  0.0002037  0.0013507
1.1750  0.0002076  0.0017886
1.1775  0.0002126  0.0021909
1.1800  0.0002186  0.0025572
1.1825  0.0002254  0.0028853
1.1850  0.0002330  0.0031579
1.1875  0.0002412  0.0033548
1.1900  0.0002498  0.0034286
1.1925  0.0002583  0.0033459
1.1950  0.0002665  0.0031469
1.1975  0.0002741  0.0028797
1.2000  0.0002809  0.0025609
1.2025  0.0002869  0.0021993
1.2050  0.0002919  0.0017854
1.2075  0.0002958  0.0013300
1.2100  0.0002986  0.0008425
1.2125  0.0003000  0.0003387
1.2150  0.0003003  -0.0001490
1.2175  0.0002993  -0.0005920
1.2200  0.0002973  -0.0009754
1.2225  0.0002944  -0.0013057
1.2250  0.0002908  -0.0015914
1.2275  0.0002865  -0.0018170
1.2300  0.0002817  -0.0019561
1.2325  0.0002767  -0.0019810
1.2350  0.0002718  -0.0018857
1.2375  0.0002672  -0.0016956
1.2400  0.0002633  -0.0014167
1.2425  0.0002602  -0.0010253
1.2450  0.0002582  -0.0005028
1.2475  0.0002576  0.0001471
1.2500  0.0002589  0.0008824
1.2525  0.0002621  0.0016435
1.2550  0.0002671  0.0023759
1.2575  0.0002739  0.0030277
1.2600  0.0002823  0.0035769
1.2625  0.0002918  0.0040122
1.2650  0.0003023  0.0043236
1.2675  0.0003135  0.0045347
1.2700  0.0003250  0.0046623
1.2725  0.0003368  0.0047216
1.2750  0.0003486  0.0047721
1.2775  0.0003606  0.0048480
1.2800  0.0003728  0.0049277
1.2825  0.0003853  0.0049788
1.2850  0.0003978  0.0049438
1.2875  0.0004100  0.0047766
1.2900  0.0004216  0.0045089
1.2925  0.0004325  0.0041908
1.2950  0.0004426  0.0038666
1.2975  0.0004519  0.0035885
1.3000  0.0004605  0.0033734
1.3025  0.0004687  0.0032257
1.3050  0.0004766  0.0031784
1.3075  0.0004846  0.0032326
1.3100  0.0004928  0.0033770
1.3125  0.0005015  0.0035849
1.3150  0.0005107  0.0038416
1.3175  0.0005207  0.0041734
1.3200  0.0005316  0.0045968
1.3225  0.0005437  0.0051035
1.3250  0.0005571  0.0057057
1.3275  0.0005722  0.0063931
1.3300  0.0005891  0.0071206
1.3325  0.0006078  0.0078818
1.3350  0.0006285  0.0086684
1.3375  0.0006511  0.0094613
1.3400  0.0006758  0.0103010
1.3425  0.0007027  0.0111860
1.3450  0.0007317  0.0120553
1.3475  0.0007629  0.0129088
1.3500  0.0007962  0.0137190
1.3525  0.0008315  0.0144219
1.3550  0.0008684  0.0150434
1.3575  0.0009068  0.0155658
